cve_id,description,actual_full,actual,predicted,correct,metric
CVE-2024-10299,A vulnerability classified as critical was found in PHPGurukul Medical Card Generation System 1.0. T...,NONE,N,N,True,SA
CVE-2024-48963,The package Snyk CLI before 1.1294.0 is vulnerable to Code Injection when scanning an untrusted PHP ...,NONE,N,N,True,SA
CVE-2024-48964,The package Snyk CLI before 1.1294.0 is vulnerable to Code Injection when scanning an untrusted Grad...,NONE,N,N,True,SA
CVE-2024-10300,"A vulnerability, which was classified as critical, has been found in PHPGurukul Medical Card Generat...",NONE,N,N,True,SA
CVE-2024-10301,"A vulnerability, which was classified as critical, was found in PHPGurukul Medical Card Generation S...",NONE,N,N,True,SA
CVE-2024-10331,"A vulnerability, which was classified as critical, has been found in PHPGurukul Vehicle Record Syste...",NONE,N,N,True,SA
CVE-2024-10335,A vulnerability was found in SourceCodester Garbage Collection Management System 1.0. It has been de...,NONE,N,N,True,SA
CVE-2024-10336,A vulnerability was found in SourceCodeHero Clothes Recommendation System 1.0. It has been rated as ...,NONE,N,N,True,SA
CVE-2024-9692,VIMESA VHF/FM Transmitter Blue Plus is suffering from a Denial-of-Service (DoS) vulnerability. An un...,NONE,N,N,True,SA
CVE-2024-10313,"iniNet Solutions SpiderControl SCADA PC HMI Editor has a path traversal 
vulnerability. When the sof...",NONE,N,N,True,SA
CVE-2024-10337,A vulnerability classified as critical has been found in SourceCodeHero Clothes Recommendation Syste...,NONE,N,N,True,SA
CVE-2024-10338,A vulnerability classified as critical was found in SourceCodeHero Clothes Recommendation System 1.0...,NONE,N,N,True,SA
CVE-2024-10348,A vulnerability was found in SourceCodester Best House Rental Management System 1.0. It has been cla...,NONE,N,N,True,SA
CVE-2024-10349,A vulnerability was found in SourceCodester Best House Rental Management System 1.0 and classified a...,NONE,N,N,True,SA
CVE-2024-10350,A vulnerability was found in code-projects Hospital Management System 1.0. It has been declared as c...,NONE,N,N,True,SA
CVE-2024-10351,A vulnerability was found in Tenda RX9 Pro 22.03.02.20. It has been rated as critical. This issue af...,NONE,N,N,True,SA
CVE-2024-10353,A vulnerability classified as critical has been found in SourceCodester Online Exam System 1.0. Affe...,NONE,N,N,True,SA
CVE-2024-10354,A vulnerability classified as critical was found in SourceCodester Petrol Pump Management Software 1...,NONE,N,N,True,SA
CVE-2024-10355,"A vulnerability, which was classified as critical, has been found in SourceCodester Petrol Pump Mana...",NONE,N,N,True,SA
CVE-2024-10368,A vulnerability was found in Codezips Sales Management System 1.0. It has been classified as critica...,NONE,N,N,True,SA
CVE-2024-10369,A vulnerability was found in Codezips Sales Management System 1.0. It has been declared as critical....,NONE,N,N,True,SA
CVE-2024-10370,A vulnerability was found in Codezips Sales Management System 1.0. It has been rated as critical. Af...,NONE,N,N,True,SA
CVE-2024-10371,A vulnerability classified as critical has been found in SourceCodester Payroll Management System 1....,NONE,N,N,True,SA
CVE-2024-10372,A vulnerability classified as problematic was found in chidiwilliams buzz 1.1.0. This vulnerability ...,NONE,N,N,True,SA
CVE-2024-10376,A vulnerability was found in ESAFENET CDG 5. It has been declared as critical. This vulnerability af...,NONE,N,N,True,SA
CVE-2024-10377,A vulnerability was found in ESAFENET CDG 5. It has been rated as critical. This issue affects the f...,NONE,N,N,True,SA
CVE-2024-10378,A vulnerability classified as critical has been found in ESAFENET CDG 5. Affected is the function ac...,NONE,N,N,True,SA
CVE-2024-10379,A vulnerability classified as problematic was found in ESAFENET CDG 5. Affected by this vulnerabilit...,NONE,N,N,True,SA
CVE-2024-10380,"A vulnerability, which was classified as critical, has been found in SourceCodester Petrol Pump Mana...",NONE,N,N,True,SA
CVE-2024-10381,This vulnerability exists in Matrix Door Controller Cosec Vega FAXQ due to improper implementation o...,LOW,L,N,False,SA
CVE-2024-49376,"Autolab, a course management service that enables auto-graded programming assignments, has misconfig...",NONE,N,N,True,SA
CVE-2024-49378,"smartUp, a web browser mouse gestures extension, has a universal cross-site scripting issue in the E...",HIGH,H,N,False,SA
CVE-2024-9991,This vulnerability exists in Philips lighting devices due to storage of Wi-Fi credentials in plain t...,NONE,N,N,True,SA
CVE-2024-49380,"Plenti, a static site generator, has an arbitrary file write vulnerability in versions prior to 0.7....",NONE,N,N,True,SA
CVE-2024-49381,"Plenti, a static site generator, has an arbitrary file deletion vulnerability in versions prior to 0...",NONE,N,N,True,SA
CVE-2024-10386,"CVE-2024-10386 IMPACT



An authentication
vulnerability exists in the affected product. The vulnera...",NONE,N,N,True,SA
CVE-2024-10387,"CVE-2024-10387 IMPACT



A Denial-of-Service
vulnerability exists in the affected product. The vulne...",NONE,N,N,True,SA
CVE-2024-8036,ABB is aware of privately reported vulnerabilities in the product versions referenced in this CVE. A...,NONE,N,N,True,SA
CVE-2024-49766,"Werkzeug is a Web Server Gateway Interface web application library. On Python < 3.11 on Windows, os....",NONE,N,N,True,SA
CVE-2024-49767,Werkzeug is a Web Server Gateway Interface web application library. Applications using `werkzeug.for...,NONE,N,N,True,SA
CVE-2020-26303,insane is a whitelist-oriented HTML sanitizer. Versions 2.6.2 and prior contain one or more regular ...,NONE,N,N,True,SA
CVE-2020-26304,Foundation is a front-end framework. Versions 6.3.3 and prior contain one or more regular expression...,NONE,N,N,True,SA
CVE-2020-26305,CommonRegexJS is a CommonRegex port for JavaScript. All available versions contain one or more regul...,NONE,N,N,True,SA
CVE-2020-26306,"Knwl.js is a Javascript library that parses through text for dates, times, phone numbers, emails, pl...",NONE,N,N,True,SA
CVE-2020-26307,HTML2Markdown is a Javascript implementation for converting HTML to Markdown text. All available ver...,NONE,N,N,True,SA
CVE-2020-26308,Validate.js provides a declarative way of validating javascript objects. Versions 0.13.1 and prior c...,NONE,N,N,True,SA
CVE-2020-26309,Validate.js provides a declarative way of validating javascript objects. Versions 0.11.3 and prior c...,NONE,N,N,True,SA
CVE-2020-26310,Validate.js provides a declarative way of validating javascript objects. All versions as of 30 Novem...,NONE,N,N,True,SA
CVE-2020-26311,Useragent is a user agent parser for Node.js. All versions as of time of publication contain one or ...,NONE,N,N,True,SA
CVE-2024-10406,"A vulnerability, which was classified as critical, has been found in SourceCodester Petrol Pump Mana...",NONE,N,N,True,SA
CVE-2024-10407,"A vulnerability, which was classified as critical, was found in SourceCodester Petrol Pump Managemen...",NONE,N,N,True,SA
CVE-2024-10408,A vulnerability has been found in code-projects Blood Bank Management up to 1.0 and classified as cr...,NONE,N,N,True,SA
CVE-2024-10409,A vulnerability was found in code-projects Blood Bank Management 1.0 and classified as critical. Thi...,NONE,N,N,True,SA
CVE-2024-10410,A vulnerability classified as critical was found in SourceCodester Online Hotel Reservation System 1...,NONE,N,N,True,SA
CVE-2024-10411,A vulnerability was found in SourceCodester Online Hotel Reservation System 1.0. It has been classif...,NONE,N,N,True,SA
CVE-2024-10412,A vulnerability was found in Poco-z Guns-Medical 1.0. It has been declared as problematic. Affected ...,NONE,N,N,True,SA
CVE-2024-10413,"A vulnerability, which was classified as critical, has been found in SourceCodester Online Hotel Res...",NONE,N,N,True,SA
CVE-2024-10414,"A vulnerability, which was classified as problematic, was found in PHPGurukul Vehicle Record System ...",NONE,N,N,True,SA
CVE-2024-10415,A vulnerability has been found in code-projects Blood Bank Management System 1.0 and classified as c...,NONE,N,N,True,SA
CVE-2024-10416,A vulnerability was found in code-projects Blood Bank Management System 1.0 and classified as critic...,NONE,N,N,True,SA
CVE-2024-10417,A vulnerability was found in code-projects Blood Bank Management System 1.0. It has been classified ...,NONE,N,N,True,SA
CVE-2024-10418,A vulnerability was found in code-projects Blood Bank Management System 1.0. It has been declared as...,NONE,N,N,True,SA
CVE-2024-10419,A vulnerability was found in code-projects Blood Bank Management System 1.0. It has been rated as pr...,NONE,N,N,True,SA
CVE-2024-10420,A vulnerability classified as critical has been found in SourceCodester Attendance and Payroll Syste...,NONE,N,N,True,SA
CVE-2024-10421,A vulnerability classified as critical was found in SourceCodester Attendance and Payroll System 1.0...,NONE,N,N,True,SA
CVE-2024-10422,"A vulnerability, which was classified as critical, has been found in SourceCodester Attendance and P...",NONE,N,N,True,SA
CVE-2024-10423,"A vulnerability, which was classified as critical, was found in Project Worlds Student Project Alloc...",NONE,N,N,True,SA
CVE-2024-10424,A vulnerability has been found in Project Worlds Student Project Allocation System 1.0 and classifie...,NONE,N,N,True,SA
CVE-2024-10425,A vulnerability was found in Project Worlds Student Project Allocation System 1.0 and classified as ...,NONE,N,N,True,SA
CVE-2024-10426,A vulnerability was found in Codezips Pet Shop Management System 1.0. It has been classified as crit...,NONE,N,N,True,SA
CVE-2024-10427,A vulnerability was found in Codezips Pet Shop Management System 1.0. It has been declared as critic...,NONE,N,N,True,SA
CVE-2024-10428,"A vulnerability was found in WAVLINK WN530H4, WN530HG4 and WN572HG3 up to 20221028. It has been rate...",NONE,N,N,True,SA
CVE-2024-10429,"A vulnerability classified as critical has been found in WAVLINK WN530H4, WN530HG4 and WN572HG3 up t...",NONE,N,N,True,SA
CVE-2024-10430,"A vulnerability, which was classified as critical, has been found in Codezips Pet Shop Management Sy...",NONE,N,N,True,SA
CVE-2024-10431,"A vulnerability, which was classified as critical, was found in Codezips Pet Shop Management System ...",NONE,N,N,True,SA
CVE-2024-10432,A vulnerability has been found in Project Worlds Simple Web-Based Chat Application 1.0 and classifie...,NONE,N,N,True,SA
CVE-2024-10433,A vulnerability was found in Project Worlds Simple Web-Based Chat Application 1.0 and classified as ...,NONE,N,N,True,SA
CVE-2024-10434,A vulnerability was found in Tenda AC1206 up to 20241027. It has been classified as critical. This a...,NONE,N,N,True,SA
CVE-2024-10435,A vulnerability was found in didi Super-Jacoco 1.0. It has been declared as critical. This vulnerabi...,NONE,N,N,True,SA
CVE-2024-10446,A vulnerability classified as critical has been found in Project Worlds Online Time Table Generator ...,NONE,N,N,True,SA
CVE-2024-10447,A vulnerability classified as critical was found in Project Worlds Online Time Table Generator 1.0. ...,NONE,N,N,True,SA
CVE-2024-10448,"A vulnerability, which was classified as problematic, has been found in code-projects Blood Bank Man...",NONE,N,N,True,SA
CVE-2024-10449,"A vulnerability, which was classified as critical, was found in Codezips Hospital Appointment System...",NONE,N,N,True,SA
CVE-2024-10450,A vulnerability has been found in SourceCodester Kortex Lite Advocate Office Management System 1.0 a...,NONE,N,N,True,SA
CVE-2024-49761,REXML is an XML toolkit for Ruby. The REXML gem before 3.3.9 has a ReDoS vulnerability when it parse...,NONE,N,N,True,SA
CVE-2024-5532,Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting') vulnerab...,NONE,N,N,True,SA
CVE-2024-10477,A vulnerability classified as problematic was found in LinZhaoguan pb-cms up to 2.0.1. This vulnerab...,NONE,N,N,True,SA
CVE-2024-10478,"A vulnerability, which was classified as problematic, has been found in LinZhaoguan pb-cms up to 2.0...",NONE,N,N,True,SA
CVE-2024-10479,"A vulnerability, which was classified as problematic, was found in LinZhaoguan pb-cms up to 2.0.1. A...",NONE,N,N,True,SA
CVE-2017-20195,A vulnerability was found in LUNAD3v AreaLoad up to 1a1103182ed63a06dde63d1712f3262eda19c3ec. It has...,NONE,N,N,True,SA
CVE-2024-48921,"Kyverno is a policy engine designed for Kubernetes. A kyverno ClusterPolicy, ie. ""disallow-privilege...",NONE,N,N,True,SA
CVE-2024-50334,Scoold is a Q&A and a knowledge sharing platform for teams. A semicolon path injection vulnerability...,NONE,N,N,True,SA
CVE-2024-25566,An Open-Redirect vulnerability exists in PingAM where well-crafted requests may cause improper valid...,NONE,N,N,True,SA
CVE-2024-8923,ServiceNow has addressed an input validation vulnerability that was identified in the Now Platform. ...,NONE,N,N,True,SA
CVE-2024-8924,ServiceNow has addressed a blind SQL injection vulnerability that was identified in the Now Platform...,NONE,N,N,True,SA
CVE-2024-10500,"A vulnerability, which was classified as critical, has been found in ESAFENET CDG 5. Affected by thi...",NONE,N,N,True,SA
CVE-2024-10501,"A vulnerability, which was classified as critical, was found in ESAFENET CDG 5. This affects the fun...",NONE,N,N,True,SA
CVE-2024-10502,A vulnerability has been found in ESAFENET CDG 5 and classified as critical. This vulnerability affe...,NONE,N,N,True,SA
CVE-2024-10503,A vulnerability was found in Klokan MapTiler tileserver-gl 2.3.1 and classified as problematic. This...,NONE,N,N,True,SA
CVE-2024-10505,A vulnerability was found in wuzhicms 4.1.0. It has been classified as critical. Affected is the fun...,NONE,N,N,True,SA
CVE-2024-10506,A vulnerability classified as critical has been found in code-projects Blood Bank System 1.0. This a...,NONE,N,N,True,SA
CVE-2024-10507,A vulnerability classified as critical was found in Codezips Free Exam Hall Seating Management Syste...,NONE,N,N,True,SA
CVE-2024-10509,"A vulnerability, which was classified as critical, has been found in Codezips Online Institute Manag...",NONE,N,N,True,SA
CVE-2024-10525,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBAC...",NONE,N,N,True,SA
CVE-2024-3935,"In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to crea...",NONE,N,N,True,SA
CVE-2024-10456,Delta Electronics InfraSuite Device Master versions prior to 1.0.12 are affected by a deserializatio...,NONE,N,H,False,SA
CVE-2024-10546,A vulnerability classified as critical was found in open-scratch Teaching 在线教学平台 up to 2.7. This vul...,NONE,N,N,True,SA
CVE-2024-10556,"A vulnerability, which was classified as critical, was found in Codezips Pet Shop Management System ...",NONE,N,N,True,SA
CVE-2024-10557,A vulnerability has been found in code-projects Blood Bank Management System 1.0 and classified as p...,NONE,N,N,True,SA
CVE-2024-10559,A vulnerability was found in SourceCodester Airport Booking Management System 1.0 and classified as ...,NONE,N,N,True,SA
CVE-2024-10561,A vulnerability was found in Codezips Pet Shop Management System 1.0. It has been classified as crit...,NONE,N,N,True,SA
CVE-2024-51481,"Nix is a package manager for Linux and other Unix systems. On macOS, built-in builders (such as `bui...",NONE,N,N,True,SA
CVE-2024-50347,Laravel Reverb provides a real-time WebSocket communication backend for Laravel applications. Prior ...,NONE,N,N,True,SA
CVE-2024-10594,A vulnerability was found in ESAFENET CDG 5. It has been classified as critical. Affected is the fun...,NONE,N,N,True,SA
CVE-2024-10595,A vulnerability was found in ESAFENET CDG 5. It has been declared as critical. Affected by this vuln...,NONE,N,N,True,SA
CVE-2024-10596,A vulnerability was found in ESAFENET CDG 5. It has been rated as critical. Affected by this issue i...,NONE,N,N,True,SA
CVE-2024-10597,A vulnerability classified as critical has been found in ESAFENET CDG 5. This affects the function d...,NONE,N,N,True,SA
CVE-2024-10598,A vulnerability classified as critical was found in Tongda OA 11.2/11.3/11.4/11.5/11.6. This vulnera...,NONE,N,N,True,SA
CVE-2024-10599,"A vulnerability, which was classified as problematic, has been found in Tongda OA 2017 up to 11.7. T...",NONE,N,N,True,SA
CVE-2024-10600,"A vulnerability, which was classified as critical, was found in Tongda OA 2017 up to 11.6. Affected ...",NONE,N,N,True,SA
CVE-2024-10601,A vulnerability has been found in Tongda OA 2017 up to 11.10 and classified as critical. Affected by...,NONE,N,N,True,SA
CVE-2024-10602,A vulnerability was found in Tongda OA 2017 up to 11.9 and classified as critical. Affected by this ...,NONE,N,N,True,SA
CVE-2024-10605,A vulnerability was found in code-projects Blood Bank Management System 1.0. It has been classified ...,NONE,N,N,True,SA
CVE-2024-10607,A vulnerability was found in code-projects Courier Management System 1.0. It has been declared as cr...,NONE,N,N,True,SA
CVE-2024-10608,A vulnerability was found in code-projects Courier Management System 1.0. It has been rated as criti...,NONE,N,N,True,SA
CVE-2024-10609,"A vulnerability, which was classified as critical, was found in itsourcecode Tailoring Management Sy...",NONE,N,N,True,SA
CVE-2024-10610,A vulnerability has been found in ESAFENET CDG 5 and classified as critical. This vulnerability affe...,NONE,N,N,True,SA
CVE-2024-10611,A vulnerability was found in ESAFENET CDG 5 and classified as critical. This issue affects the funct...,NONE,N,N,True,SA
CVE-2024-10612,A vulnerability was found in ESAFENET CDG 5. It has been classified as critical. Affected is the fun...,NONE,N,N,True,SA
CVE-2024-10613,A vulnerability was found in ESAFENET CDG 5. It has been declared as critical. Affected by this vuln...,NONE,N,N,True,SA
CVE-2024-10615,A vulnerability was found in Tongda OA 2017 up to 11.10. It has been rated as critical. Affected by ...,NONE,N,N,True,SA
CVE-2024-10616,A vulnerability classified as critical has been found in Tongda OA up to 11.9. This affects an unkno...,NONE,N,N,True,SA
CVE-2024-10617,A vulnerability classified as critical was found in Tongda OA up to 11.10. This vulnerability affect...,NONE,N,N,True,SA
CVE-2024-10618,"A vulnerability, which was classified as critical, has been found in Tongda OA 2017 up to 11.10. Thi...",NONE,N,N,True,SA
CVE-2024-10619,"A vulnerability, which was classified as critical, was found in Tongda OA 2017 up to 11.10. Affected...",NONE,N,N,True,SA
CVE-2024-10620,A vulnerability was found in knightliao Disconf 2.6.36. It has been classified as critical. This aff...,NONE,N,N,True,SA
CVE-2024-10654,A vulnerability has been found in TOTOLINK LR350 up to 9.3.5u.6369 and classified as critical. Affec...,NONE,N,N,True,SA
CVE-2024-10655,A vulnerability was found in Tongda OA 2017 up to 11.9. It has been declared as critical. This vulne...,NONE,N,N,True,SA
CVE-2024-10656,A vulnerability was found in Tongda OA 2017 up to 11.9. It has been rated as critical. This issue af...,NONE,N,N,True,SA
CVE-2024-10657,A vulnerability classified as critical has been found in Tongda OA up to 11.10. Affected is an unkno...,NONE,N,N,True,SA
CVE-2024-10658,A vulnerability classified as critical was found in Tongda OA up to 11.10. Affected by this vulnerab...,NONE,N,N,True,SA
CVE-2024-10659,"A vulnerability, which was classified as critical, has been found in ESAFENET CDG 5. Affected by thi...",NONE,N,N,True,SA
CVE-2024-10660,"A vulnerability, which was classified as critical, was found in ESAFENET CDG 5. This affects the fun...",NONE,N,N,True,SA
CVE-2024-10661,A vulnerability has been found in Tenda AC15 15.03.05.19 and classified as critical. This vulnerabil...,NONE,N,N,True,SA
CVE-2024-10662,A vulnerability was found in Tenda AC15 15.03.05.19 and classified as critical. This issue affects t...,NONE,N,N,True,SA
CVE-2024-49770,"`oak` is a middleware framework for Deno's native HTTP server, Deno Deploy, Node.js 16.5 and later, ...",NONE,N,N,True,SA
CVE-2024-51483,"changedetection.io is free, open source web page change detection software. Prior to version 0.47.5,...",NONE,N,N,True,SA
CVE-2024-10697,A vulnerability has been found in Tenda AC6 15.03.05.19 and classified as critical. Affected by this...,NONE,N,N,True,SA
CVE-2024-10698,A vulnerability was found in Tenda AC6 15.03.05.19 and classified as critical. Affected by this issu...,NONE,N,N,True,SA
CVE-2024-10699,A vulnerability was found in code-projects Wazifa System 1.0. It has been classified as critical. Th...,NONE,N,N,True,SA
CVE-2024-10700,A vulnerability was found in code-projects University Event Management System 1.0. It has been decla...,NONE,N,N,True,SA
CVE-2024-10701,A vulnerability was found in PHPGurukul Car Rental Portal 1.0. It has been rated as problematic. Thi...,NONE,N,N,True,SA
CVE-2024-10702,A vulnerability classified as critical has been found in code-projects Simple Car Rental System 1.0....,NONE,N,N,True,SA
CVE-2024-10730,"A vulnerability, which was classified as critical, has been found in Tongda OA up to 11.6. This issu...",NONE,N,N,True,SA
CVE-2024-10731,"A vulnerability, which was classified as critical, was found in Tongda OA up to 11.10. Affected is a...",NONE,N,N,True,SA
CVE-2024-10732,A vulnerability has been found in Tongda OA 2017 up to 11.10 and classified as critical. Affected by...,NONE,N,N,True,SA
CVE-2024-10733,A vulnerability was found in code-projects Restaurant Order System 1.0 and classified as critical. A...,NONE,N,N,True,SA
CVE-2024-10734,A vulnerability was found in Project Worlds Life Insurance Management System 1.0. It has been classi...,NONE,N,N,True,SA
CVE-2024-10735,A vulnerability was found in Project Worlds Life Insurance Management System 1.0. It has been declar...,NONE,N,N,True,SA
CVE-2024-10736,A vulnerability was found in Codezips Free Exam Hall Seating Management System 1.0. It has been rate...,NONE,N,N,True,SA
CVE-2024-10737,A vulnerability classified as critical has been found in Codezips Free Exam Hall Seating Management ...,NONE,N,N,True,SA
CVE-2024-10738,A vulnerability classified as critical was found in itsourcecode Farm Management System 1.0. Affecte...,NONE,N,N,True,SA
CVE-2024-10739,"A vulnerability, which was classified as critical, has been found in code-projects E-Health Care Sys...",NONE,N,N,True,SA
CVE-2024-10740,"A vulnerability, which was classified as critical, was found in code-projects E-Health Care System u...",NONE,N,N,True,SA
CVE-2024-10741,A vulnerability has been found in code-projects E-Health Care System 1.0 and classified as critical....,NONE,N,N,True,SA
CVE-2024-10742,A vulnerability was found in code-projects Wazifa System 1.0 and classified as critical. This issue ...,NONE,N,N,True,SA
CVE-2024-10743,A vulnerability was found in PHPGurukul Online Shopping Portal 2.0. It has been classified as proble...,NONE,N,N,True,SA
CVE-2024-10744,A vulnerability was found in PHPGurukul Online Shopping Portal 2.0. It has been declared as problema...,NONE,N,N,True,SA
CVE-2024-10745,A vulnerability was found in PHPGurukul Online Shopping Portal 2.0. It has been rated as problematic...,NONE,N,N,True,SA
CVE-2024-10746,A vulnerability classified as problematic has been found in PHPGurukul Online Shopping Portal 2.0. T...,NONE,N,N,True,SA
CVE-2024-10747,A vulnerability classified as problematic was found in PHPGurukul Online Shopping Portal 2.0. This v...,NONE,N,N,True,SA
CVE-2024-10748,"A vulnerability, which was classified as problematic, has been found in Cosmote Greece What's Up App...",NONE,N,N,True,SA
CVE-2024-10749,"A vulnerability, which was classified as critical, was found in ThinkAdmin up to 6.1.67. Affected is...",NONE,N,N,True,SA
CVE-2024-10750,A vulnerability has been found in Tenda i22 1.0.0.3(4687) and classified as problematic. Affected by...,NONE,N,N,True,SA
CVE-2024-10751,A vulnerability was found in Codezips ISP Management System 1.0 and classified as critical. Affected...,NONE,N,N,True,SA
CVE-2024-10752,A vulnerability was found in Codezips Pet Shop Management System 1.0. It has been classified as crit...,NONE,N,N,True,SA
CVE-2024-10753,A vulnerability was found in PHPGurukul Online Shopping Portal 2.0. It has been declared as problema...,NONE,N,N,True,SA
CVE-2024-10754,A vulnerability was found in PHPGurukul Online Shopping Portal 2.0. It has been rated as problematic...,NONE,N,N,True,SA
CVE-2024-10755,A vulnerability classified as problematic has been found in PHPGurukul Online Shopping Portal 2.0. A...,NONE,N,N,True,SA
CVE-2024-10756,A vulnerability classified as problematic was found in PHPGurukul Online Shopping Portal 2.0. Affect...,NONE,N,N,True,SA
CVE-2024-10757,"A vulnerability, which was classified as problematic, has been found in PHPGurukul Online Shopping P...",NONE,N,N,True,SA
CVE-2024-10758,"A vulnerability, which was classified as critical, was found in code-projects/anirbandutta9 Content ...",NONE,N,N,True,SA
CVE-2024-10759,A vulnerability has been found in itsourcecode Farm Management System 1.0 and classified as critical...,NONE,N,N,True,SA
CVE-2024-10760,A vulnerability was found in code-projects University Event Management System 1.0 and classified as ...,NONE,N,N,True,SA
CVE-2024-10761,A vulnerability was found in Umbraco CMS up to 10.7.7/12.3.6/13.5.2/14.3.1/15.1.1. It has been class...,NONE,N,N,True,SA
CVE-2024-10389,There exists a Path Traversal vulnerability in Safearchive on Platforms with Case-Insensitive Filesy...,LOW,L,N,False,SA
CVE-2024-10035,Improper Control of Generation of Code ('Code Injection') vulnerability in BG-TEK Informatics Securi...,NONE,N,N,True,SA
CVE-2024-10523,This vulnerability exists in TP-Link IoT Smart Hub due to storage of Wi-Fi credentials in plain text...,NONE,N,N,True,SA
CVE-2024-51556,This vulnerability exists in the Wave 2.0 due to insufficient encryption of sensitive data received ...,NONE,N,N,True,SA
CVE-2024-51557,This vulnerability exists in the Wave 2.0 due to missing rate limiting on OTP requests in an API end...,NONE,N,N,True,SA
CVE-2024-51558,This vulnerability exists in the Wave 2.0 due to missing restrictions for excessive failed authentic...,NONE,N,N,True,SA
CVE-2024-51559,This vulnerability exists in the Wave 2.0 due to improper authorization checks on certain API endpoi...,NONE,N,N,True,SA
CVE-2024-51560,This vulnerability exists in the Wave 2.0 due to improper exception handling for invalid inputs at c...,NONE,N,N,True,SA
CVE-2024-51561,This vulnerability exists in Aero due to improper implementation of OTP validation mechanism in cert...,LOW,L,N,False,SA
CVE-2024-9147,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS) vulnerability in Bna I...,NONE,N,N,True,SA
CVE-2024-10764,A vulnerability classified as critical has been found in Codezips Online Institute Management System...,NONE,N,N,True,SA
CVE-2024-10765,A vulnerability classified as critical was found in Codezips Online Institute Management System up t...,NONE,N,N,True,SA
CVE-2024-10766,"A vulnerability, which was classified as critical, has been found in Codezips Free Exam Hall Seating...",NONE,N,N,True,SA
CVE-2024-10768,A vulnerability classified as problematic was found in PHPGurukul Online Shopping Portal 2.0. This v...,NONE,N,N,True,SA
CVE-2024-10791,"A vulnerability, which was classified as critical, has been found in Codezips Hospital Appointment S...",NONE,N,N,True,SA
CVE-2024-10805,A vulnerability was found in code-projects University Event Management System 1.0. It has been class...,NONE,N,N,True,SA
CVE-2024-51501,"Refit is an automatic type-safe REST library for .NET Core, Xamarin and .NET The various header-rela...",HIGH,H,N,False,SA
CVE-2024-51502,"loona is an experimental, HTTP/1.1 and HTTP/2 implementation in Rust on top of io-uring. `loona-hpac...",NONE,N,N,True,SA
CVE-2024-51734,Zope AccessControl provides a general security framework for use in Zope. In affected versions anony...,NONE,N,N,True,SA
CVE-2024-50346,WebFeed is a lightweight web feed reader extension for Firefox/Chrome. Multiple HTML injection vulne...,NONE,N,N,True,SA
CVE-2024-51498,cobalt is a media downloader that doesn't piss you off. A malicious cobalt instance could serve link...,NONE,N,N,True,SA
CVE-2024-10806,A vulnerability was found in PHPGurukul Hospital Management System 4.0. It has been declared as prob...,NONE,N,N,True,SA
CVE-2024-10807,A vulnerability was found in PHPGurukul Hospital Management System 4.0. It has been rated as problem...,NONE,N,N,True,SA
CVE-2024-10808,A vulnerability has been found in code-projects E-Health Care System 1.0 and classified as critical....,NONE,N,N,True,SA
CVE-2024-10809,A vulnerability was found in code-projects E-Health Care System 1.0 and classified as critical. This...,NONE,N,N,True,SA
CVE-2024-10810,A vulnerability was found in code-projects E-Health Care System 1.0. It has been classified as criti...,NONE,N,N,True,SA
CVE-2024-10840,A vulnerability classified as problematic has been found in romadebrian WEB-Sekolah 1.0. Affected is...,NONE,N,N,True,SA
CVE-2024-7059,A high-severity vulnerability that can lead to arbitrary code execution on the system hosting the We...,HIGH,H,N,False,SA
CVE-2024-10841,A vulnerability classified as critical was found in romadebrian WEB-Sekolah 1.0. Affected by this vu...,NONE,N,N,True,SA
CVE-2024-10842,"A vulnerability, which was classified as problematic, has been found in romadebrian WEB-Sekolah 1.0....",NONE,N,N,True,SA
CVE-2024-10844,"A vulnerability, which was classified as critical, was found in 1000 Projects Bookstore Management S...",NONE,N,N,True,SA
CVE-2024-10845,A vulnerability has been found in 1000 Projects Bookstore Management System 1.0 and classified as cr...,NONE,N,N,True,SA
CVE-2024-51735,Osmedeus is a Workflow Engine for Offensive Security. Cross-site Scripting (XSS) occurs on the Osmed...,NONE,N,N,True,SA
CVE-2024-51746,Gitsign is a keyless Sigstore to signing tool for Git commits with your a GitHub / OIDC identity. gi...,NONE,N,N,True,SA
CVE-2024-51752,The AuthKit library for Next.js provides convenient helpers for authentication and session managemen...,NONE,N,H,False,SA
CVE-2024-51753,The AuthKit library for Remix provides convenient helpers for authentication and session management ...,NONE,N,N,True,SA
CVE-2024-51745,Wasmtime is a fast and secure runtime for WebAssembly. Wasmtime's filesystem sandbox implementation ...,NONE,N,N,True,SA
CVE-2024-51756,"The cap-std project is organized around the eponymous `cap-std` crate, and develops libraries to mak...",NONE,N,N,True,SA
CVE-2024-52043,Generation of Error Message Containing Sensitive Information in HumHub GmbH & Co. KG - HumHub on Lin...,NONE,N,N,True,SA
CVE-2024-10914,"A vulnerability was found in D-Link DNS-320, DNS-320LW, DNS-325 and DNS-340L up to 20241028. It has ...",NONE,N,N,True,SA
CVE-2024-10915,"A vulnerability was found in D-Link DNS-320, DNS-320LW, DNS-325 and DNS-340L up to 20241028. It has ...",NONE,N,N,True,SA
